date/time: ,14/11/2025,13:28
Run 1

time	(LX)
0,000000	3,999001E+2
0,006667	3,817194E+2
0,013333	3,933551E+2
0,020000	3,897189E+2
0,026667	3,911734E+2
0,033333	3,853555E+2
0,040000	3,889917E+2
0,046667	3,919006E+2
0,053333	3,860828E+2
0,060000	3,991729E+2
0,066667	3,969912E+2
0,073333	3,831738E+2
0,080000	3,940823E+2
0,086667	3,969912E+2
0,093333	3,911734E+2
0,100000	3,977184E+2
0,106667	3,889917E+2
0,113333	3,999001E+2
0,120000	3,999001E+2
0,126667	3,940823E+2
0,133333	3,919006E+2
0,140000	3,904461E+2
0,146667	3,911734E+2
0,153333	3,991729E+2
0,160000	3,999001E+2
0,166667	3,962640E+2
0,173333	3,926278E+2
0,180000	3,962640E+2
0,186667	3,948095E+2
0,193333	3,969912E+2
0,200000	3,926278E+2
0,206667	3,875372E+2
0,213333	3,962640E+2
0,220000	3,948095E+2
0,226667	3,933551E+2
0,233333	4,028091E+2
0,240000	3,882644E+2
0,246667	3,999001E+2
0,253333	3,969912E+2
0,260000	4,028091E+2
0,266667	3,969912E+2
0,273333	3,999001E+2
0,280000	3,839011E+2
0,286667	3,853555E+2
0,293333	3,962640E+2
0,300000	3,889917E+2
0,306667	3,882644E+2
0,313333	3,889917E+2
0,320000	3,904461E+2
0,326667	3,977184E+2
0,333333	3,933551E+2
0,340000	3,940823E+2
0,346667	3,984457E+2
0,353333	3,926278E+2
0,360000	3,897189E+2
0,366667	3,911734E+2
0,373333	3,904461E+2
0,380000	3,926278E+2
0,386667	3,846283E+2
0,393333	3,962640E+2
0,400000	3,773560E+2
0,406667	3,940823E+2
0,413333	3,962640E+2
0,420000	3,911734E+2
0,426667	3,897189E+2
0,433333	3,904461E+2
0,440000	3,897189E+2
0,446667	3,926278E+2
0,453333	3,955368E+2
0,460000	3,926278E+2
0,466667	3,962640E+2
0,473333	3,926278E+2
0,480000	3,889917E+2
0,486667	3,846283E+2
0,493333	3,955368E+2
0,500000	3,911734E+2
0,506667	3,919006E+2
0,513333	3,875372E+2
0,520000	3,868100E+2
0,526667	3,882644E+2
0,533333	3,904461E+2
0,540000	3,962640E+2
0,546667	3,904461E+2
0,553333	3,926278E+2
0,560000	3,969912E+2
0,566667	3,940823E+2
0,573333	3,911734E+2
0,580000	3,911734E+2
0,586667	4,006274E+2
0,593333	3,933551E+2
0,600000	3,948095E+2
0,606667	3,969912E+2
0,613333	3,999001E+2
0,620000	4,028091E+2
0,626667	3,875372E+2
0,633333	3,955368E+2
0,640000	3,933551E+2
0,646667	3,999001E+2
0,653333	3,969912E+2
0,660000	3,897189E+2
0,666667	3,889917E+2
0,673333	3,882644E+2
0,680000	3,919006E+2
0,686667	3,882644E+2
0,693333	3,955368E+2
0,700000	3,868100E+2
0,706667	3,955368E+2
0,713333	3,926278E+2
0,720000	3,868100E+2
0,726667	3,897189E+2
0,733333	3,897189E+2
0,740000	3,911734E+2
0,746667	3,868100E+2
0,753333	3,919006E+2
0,760000	3,948095E+2
0,766667	3,897189E+2
0,773333	3,860828E+2
0,780000	3,991729E+2
0,786667	3,940823E+2
0,793333	3,882644E+2
0,800000	3,933551E+2
0,806667	3,919006E+2
0,813333	3,875372E+2
0,820000	3,977184E+2
0,826667	3,933551E+2
0,833333	3,977184E+2
0,840000	3,991729E+2
0,846667	3,868100E+2
0,853333	3,940823E+2
0,860000	3,940823E+2
0,866667	4,057180E+2
0,873333	3,889917E+2
0,880000	3,889917E+2
0,886667	3,919006E+2
0,893333	3,991729E+2
