date/time: ,14/11/2025,10:55
Run 1

time	(LX)
0,000000	7,881648E+3
0,006667	7,878012E+3
0,013333	7,885284E+3
0,020000	7,872194E+3
0,026667	7,876558E+3
0,033333	7,862013E+3
0,040000	7,877285E+3
0,046667	7,874376E+3
0,053333	7,875103E+3
0,060000	7,867831E+3
0,066667	7,874376E+3
0,073333	7,879467E+3
0,080000	7,878739E+3
0,086667	7,876558E+3
0,093333	7,876558E+3
0,100000	7,883830E+3
0,106667	7,882376E+3
0,113333	7,883103E+3
0,120000	7,878739E+3
0,126667	7,880921E+3
0,133333	7,870740E+3
0,140000	7,883103E+3
0,146667	7,875103E+3
0,153333	7,873649E+3
0,160000	7,877285E+3
0,166667	7,878739E+3
0,173333	7,870013E+3
0,180000	7,874376E+3
0,186667	7,883103E+3
0,193333	7,883830E+3
0,200000	7,873649E+3
0,206667	7,879467E+3
0,213333	7,887466E+3
0,220000	7,884557E+3
0,226667	7,880921E+3
0,233333	7,880921E+3
0,240000	7,878739E+3
0,246667	7,875103E+3
0,253333	7,883103E+3
0,260000	7,875830E+3
0,266667	7,883103E+3
0,273333	7,874376E+3
0,280000	7,878012E+3
0,286667	7,888921E+3
0,293333	7,881648E+3
0,300000	7,883103E+3
0,306667	7,870740E+3
0,313333	7,880921E+3
0,320000	7,875830E+3
0,326667	7,872922E+3
0,333333	7,875103E+3
0,340000	7,875830E+3
0,346667	7,878012E+3
0,353333	7,881648E+3
0,360000	7,879467E+3
0,366667	7,880194E+3
0,373333	7,869285E+3
0,380000	7,859831E+3
0,386667	7,872922E+3
0,393333	7,873649E+3
0,400000	7,876558E+3
0,406667	7,881648E+3
0,413333	7,873649E+3
0,420000	7,878739E+3
0,426667	7,878739E+3
0,433333	7,878739E+3
0,440000	7,864922E+3
0,446667	7,873649E+3
0,453333	7,874376E+3
0,460000	7,871467E+3
0,466667	7,866376E+3
0,473333	7,872922E+3
0,480000	7,864195E+3
0,486667	7,874376E+3
0,493333	7,875830E+3
0,500000	7,880921E+3
0,506667	7,882376E+3
0,513333	7,873649E+3
0,520000	7,867104E+3
0,526667	7,870013E+3
0,533333	7,878012E+3
0,540000	7,867831E+3
0,546667	7,880921E+3
0,553333	7,880921E+3
0,560000	7,852559E+3
0,566667	7,852559E+3
0,573333	7,866376E+3
0,580000	7,879467E+3
0,586667	7,869285E+3
0,593333	7,878012E+3
0,600000	7,878739E+3
0,606667	7,883103E+3
0,613333	7,880921E+3
0,620000	7,870013E+3
0,626667	7,885284E+3
0,633333	7,876558E+3
0,640000	7,875830E+3
0,646667	7,878739E+3
0,653333	7,879467E+3
0,660000	7,883103E+3
0,666667	7,870013E+3
0,673333	7,883830E+3
0,680000	7,880921E+3
0,686667	7,870013E+3
0,693333	7,864195E+3
0,700000	7,882376E+3
0,706667	7,875830E+3
