date/time: ,14/11/2025,12:48
Run 1

time	(LX)
0,000000	6,282505E+2
0,006667	6,435224E+2
0,013333	6,384318E+2
0,020000	6,355228E+2
0,026667	6,435224E+2
0,033333	6,267961E+2
0,040000	6,347956E+2
0,046667	6,427951E+2
0,053333	6,369773E+2
0,060000	6,347956E+2
0,066667	6,457041E+2
0,073333	6,457041E+2
0,080000	6,318867E+2
0,086667	6,355228E+2
0,093333	6,427951E+2
0,100000	6,267961E+2
0,106667	6,413407E+2
0,113333	6,413407E+2
0,120000	6,435224E+2
0,126667	6,398862E+2
0,133333	6,355228E+2
0,140000	6,442496E+2
0,146667	6,442496E+2
0,153333	6,377045E+2
0,160000	6,340684E+2
0,166667	6,427951E+2
0,173333	6,435224E+2
0,180000	6,507947E+2
0,186667	6,384318E+2
0,193333	6,377045E+2
0,200000	6,333411E+2
0,206667	6,442496E+2
0,213333	6,471585E+2
0,220000	6,406135E+2
0,226667	6,478858E+2
0,233333	6,362501E+2
0,240000	6,427951E+2
0,246667	6,377045E+2
0,253333	6,318867E+2
0,260000	6,420679E+2
0,266667	6,478858E+2
0,273333	6,442496E+2
0,280000	6,369773E+2
0,286667	6,420679E+2
0,293333	6,420679E+2
0,300000	6,369773E+2
0,306667	6,435224E+2
0,313333	6,398862E+2
0,320000	6,435224E+2
0,326667	6,413407E+2
0,333333	6,333411E+2
0,340000	6,398862E+2
0,346667	6,391590E+2
0,353333	6,340684E+2
0,360000	6,507947E+2
0,366667	6,478858E+2
0,373333	6,420679E+2
0,380000	6,413407E+2
0,386667	6,420679E+2
0,393333	6,384318E+2
0,400000	6,449768E+2
0,406667	6,355228E+2
0,413333	6,362501E+2
0,420000	6,457041E+2
0,426667	6,457041E+2
0,433333	6,413407E+2
0,440000	6,377045E+2
0,446667	6,377045E+2
0,453333	6,515219E+2
0,460000	6,435224E+2
0,466667	6,377045E+2
0,473333	6,304322E+2
0,480000	6,369773E+2
0,486667	6,435224E+2
0,493333	6,442496E+2
0,500000	6,413407E+2
0,506667	6,427951E+2
0,513333	6,355228E+2
0,520000	6,435224E+2
0,526667	6,457041E+2
0,533333	6,493402E+2
0,540000	6,464313E+2
0,546667	6,471585E+2
0,553333	6,464313E+2
0,560000	6,413407E+2
0,566667	6,369773E+2
0,573333	6,420679E+2
0,580000	6,478858E+2
0,586667	6,347956E+2
0,593333	6,377045E+2
0,600000	6,318867E+2
0,606667	6,369773E+2
0,613333	6,377045E+2
0,620000	6,478858E+2
0,626667	6,406135E+2
0,633333	6,449768E+2
0,640000	6,398862E+2
0,646667	6,427951E+2
0,653333	6,449768E+2
0,660000	6,464313E+2
0,666667	6,406135E+2
0,673333	6,384318E+2
0,680000	6,413407E+2
0,686667	6,398862E+2
0,693333	6,362501E+2
0,700000	6,406135E+2
0,706667	6,369773E+2
0,713333	6,471585E+2
0,720000	6,493402E+2
0,726667	6,398862E+2
0,733333	6,457041E+2
0,740000	6,304322E+2
0,746667	6,297050E+2
0,753333	6,406135E+2
0,760000	6,420679E+2
0,766667	6,442496E+2
0,773333	6,435224E+2
0,780000	6,435224E+2
0,786667	6,464313E+2
0,793333	6,340684E+2
0,800000	6,406135E+2
0,806667	6,347956E+2
0,813333	6,377045E+2
0,820000	6,391590E+2
0,826667	6,442496E+2
0,833333	6,377045E+2
0,840000	6,478858E+2
0,846667	6,398862E+2
0,853333	6,406135E+2
0,860000	6,377045E+2
0,866667	6,398862E+2
